"eventID","measurementType","measurementValue"
"0791","poapra","27.7"
"0791","broine","37.05"
"0791","forb.cover","24"
"0791","ave.forb.richness.quad","3.84"
"0791","max.forb.richness.quad","7"
"0791","forb.veg.richness","18"
"0791","forb.veg.shannon","2.24"
"0791","forb.veg.simpson","7.31"
"0791","forb.veg.even","0.77"
"0791","ratio.invasive.grass.to.forbs","2.7"
"0866","litter","52.8"
"0866","litter.depth","2.32"
"0866","poapra","49.8"
"0866","broine","19.4"
"0866","forb.cover","25.9"
"0866","ave.forb.richness.quad","3.24"
"0866","max.forb.richness.quad","5"
"0866","forb.veg.richness","14"
"0866","forb.veg.shannon","2.24"
"0866","forb.veg.simpson","7.94"
"0866","forb.veg.even","0.85"
"0866","ratio.invasive.grass.to.forbs","2.67"
"0690","litter","58.2"
"0690","litter.depth","2.43"
"0690","poapra","34.35"
"0690","broine","19.15"
"0690","forb.cover","66.1"
"0690","ave.forb.richness.quad","11.44"
"0690","max.forb.richness.quad","22"
"0690","forb.veg.richness","65"
"0690","forb.veg.shannon","3.39"
"0690","forb.veg.simpson","19.17"
"0690","forb.veg.even","0.81"
"0690","ratio.invasive.grass.to.forbs","0.81"
"0752","litter","83.9"
"0752","litter.depth","9.14"
"0752","poapra","16.75"
"0752","broine","22.1"
"0752","forb.cover","63.5"
"0752","ave.forb.richness.quad","5.78"
"0752","max.forb.richness.quad","11"
"0752","forb.veg.richness","26"
"0752","forb.veg.shannon","2.41"
"0752","forb.veg.simpson","6.99"
"0752","forb.veg.even","0.74"
"0752","ratio.invasive.grass.to.forbs","0.61"
"0834","litter","14.95"
"0834","litter.depth","0.81"
"0834","poapra","51.65"
"0834","broine","11.6"
"0834","forb.cover","52.6"
"0834","ave.forb.richness.quad","4.44"
"0834","max.forb.richness.quad","11"
"0834","forb.veg.richness","42"
"0834","forb.veg.shannon","2.88"
"0834","forb.veg.simpson","11.11"
"0834","forb.veg.even","0.77"
"0834","ratio.invasive.grass.to.forbs","1.2"
"0931","litter","46.1"
"0931","litter.depth","1.68"
"0931","poapra","38.75"
"0931","broine","1.35"
"0931","forb.cover","11.5"
"0931","ave.forb.richness.quad","2.14"
"0931","max.forb.richness.quad","8"
"0931","forb.veg.richness","28"
"0931","forb.veg.shannon","2.66"
"0931","forb.veg.simpson","10.24"
"0931","forb.veg.even","0.8"
"0931","ratio.invasive.grass.to.forbs","3.49"
"0821","litter","30.05"
"0821","litter.depth","1.8"
"0821","poapra","50.1"
"0821","broine","6.5"
"0821","forb.cover","53.8"
"0821","ave.forb.richness.quad","4.66"
"0821","max.forb.richness.quad","9"
"0821","forb.veg.richness","31"
"0821","forb.veg.shannon","2.37"
"0821","forb.veg.simpson","6.82"
"0821","forb.veg.even","0.69"
"0821","ratio.invasive.grass.to.forbs","1.05"
"0646","litter","95.15"
"0646","litter.depth","5.36"
"0646","poapra","20.9"
"0646","broine","37.45"
"0646","forb.cover","30.3"
"0646","ave.forb.richness.quad","3.5"
"0646","max.forb.richness.quad","9"
"0646","forb.veg.richness","26"
"0646","forb.veg.shannon","2.75"
"0646","forb.veg.simpson","12.13"
"0646","forb.veg.even","0.84"
"0646","ratio.invasive.grass.to.forbs","1.93"
"0658","litter","96.25"
"0658","litter.depth","6.62"
"0658","poapra","25.5"
"0658","broine","25.6"
"0658","forb.cover","32"
"0658","ave.forb.richness.quad","2.3"
"0658","max.forb.richness.quad","5"
"0658","forb.veg.richness","17"
"0658","forb.veg.shannon","1.27"
"0658","forb.veg.simpson","2.36"
"0658","forb.veg.even","0.45"
"0658","ratio.invasive.grass.to.forbs","1.6"
"0901","litter","52.1"
"0901","litter.depth","5.34"
"0901","poapra","11.25"
"0901","broine","61.2"
"0901","forb.cover","36.05"
"0901","ave.forb.richness.quad","2.84"
"0901","max.forb.richness.quad","5"
"0901","forb.veg.richness","20"
"0901","forb.veg.shannon","2.23"
"0901","forb.veg.simpson","5.92"
"0901","forb.veg.even","0.75"
"0901","ratio.invasive.grass.to.forbs","2.01"
"0722","litter","68.15"
"0722","litter.depth","3.76"
"0722","poapra","27.75"
"0722","broine","12.4"
"0722","forb.cover","52.6"
"0722","ave.forb.richness.quad","6.28"
"0722","max.forb.richness.quad","13"
"0722","forb.veg.richness","43"
"0722","forb.veg.shannon","2.91"
"0722","forb.veg.simpson","13.27"
"0722","forb.veg.even","0.77"
"0722","ratio.invasive.grass.to.forbs","0.76"
"0788","litter","75.9"
"0788","litter.depth","4.12"
"0788","poapra","26.45"
"0788","broine","39.05"
"0788","forb.cover","33.55"
"0788","ave.forb.richness.quad","3.92"
"0788","max.forb.richness.quad","10"
"0788","forb.veg.richness","27"
"0788","forb.veg.shannon","2.39"
"0788","forb.veg.simpson","7.02"
"0788","forb.veg.even","0.72"
"0788","ratio.invasive.grass.to.forbs","1.95"
"0730","litter","85.15"
"0730","litter.depth","2.72"
"0730","poapra","6.1"
"0730","broine","35.45"
"0730","forb.cover","33.1"
"0730","ave.forb.richness.quad","3.66"
"0730","max.forb.richness.quad","6"
"0730","forb.veg.richness","14"
"0730","forb.veg.shannon","1.88"
"0730","forb.veg.simpson","5.22"
"0730","forb.veg.even","0.71"
"0730","ratio.invasive.grass.to.forbs","1.26"
"0666","litter","82"
"0666","litter.depth","3.58"
"0666","poapra","8.9"
"0666","broine","5.2"
"0666","forb.cover","57.5"
"0666","ave.forb.richness.quad","5.62"
"0666","max.forb.richness.quad","10"
"0666","forb.veg.richness","34"
"0666","forb.veg.shannon","2.67"
"0666","forb.veg.simpson","8.81"
"0666","forb.veg.even","0.76"
"0666","ratio.invasive.grass.to.forbs","0.25"
"0668","litter","81.75"
"0668","litter.depth","1.48"
"0668","poapra","21.8"
"0668","broine","6.45"
"0668","forb.cover","56"
"0668","ave.forb.richness.quad","7.02"
"0668","max.forb.richness.quad","17"
"0668","forb.veg.richness","50"
"0668","forb.veg.shannon","3.05"
"0668","forb.veg.simpson","13.99"
"0668","forb.veg.even","0.78"
"0668","ratio.invasive.grass.to.forbs","0.5"
"0638","litter","36.3"
"0638","litter.depth","1.76"
"0638","poapra","29.8"
"0638","broine","23.4"
"0638","forb.cover","60.6"
"0638","ave.forb.richness.quad","4.78"
"0638","max.forb.richness.quad","11"
"0638","forb.veg.richness","32"
"0638","forb.veg.shannon","2.67"
"0638","forb.veg.simpson","10.31"
"0638","forb.veg.even","0.77"
"0638","ratio.invasive.grass.to.forbs","0.88"
"0705","litter","81.05"
"0705","litter.depth","1.34"
"0705","poapra","14.55"
"0705","broine","1"
"0705","forb.cover","33.1"
"0705","ave.forb.richness.quad","6.32"
"0705","max.forb.richness.quad","11"
"0705","forb.veg.richness","38"
"0705","forb.veg.shannon","2.37"
"0705","forb.veg.simpson","4.84"
"0705","forb.veg.even","0.65"
"0705","ratio.invasive.grass.to.forbs","0.47"
"0706","litter","90.05"
"0706","litter.depth","1.5"
"0706","poapra","11.3"
"0706","broine","0.1"
"0706","forb.cover","29.3"
"0706","ave.forb.richness.quad","7.38"
"0706","max.forb.richness.quad","14"
"0706","forb.veg.richness","39"
"0706","forb.veg.shannon","2.88"
"0706","forb.veg.simpson","11.05"
"0706","forb.veg.even","0.79"
"0706","ratio.invasive.grass.to.forbs","0.39"
"0679","litter","92.45"
"0679","litter.depth","1.08"
"0679","poapra","6.4"
"0679","broine","2.25"
"0679","forb.cover","34.6"
"0679","ave.forb.richness.quad","10.18"
"0679","max.forb.richness.quad","18"
"0679","forb.veg.richness","49"
"0679","forb.veg.shannon","3.25"
"0679","forb.veg.simpson","18.12"
"0679","forb.veg.even","0.83"
"0679","ratio.invasive.grass.to.forbs","0.25"
"0660","litter","77.9"
"0660","litter.depth","0.62"
"0660","poapra","17.3"
"0660","broine","0.55"
"0660","forb.cover","44.05"
"0660","ave.forb.richness.quad","4.6"
"0660","max.forb.richness.quad","11"
"0660","forb.veg.richness","36"
"0660","forb.veg.shannon","2.45"
"0660","forb.veg.simpson","6.19"
"0660","forb.veg.even","0.68"
"0660","ratio.invasive.grass.to.forbs","0.41"
"0826","litter","31.35"
"0826","litter.depth","1.41"
"0826","poapra","48.9"
"0826","broine","14.55"
"0826","forb.cover","21.1"
"0826","ave.forb.richness.quad","2.4"
"0826","max.forb.richness.quad","5"
"0826","forb.veg.richness","24"
"0826","forb.veg.shannon","2.29"
"0826","forb.veg.simpson","5.41"
"0826","forb.veg.even","0.72"
"0826","ratio.invasive.grass.to.forbs","3.01"
"0662","litter","38.05"
"0662","litter.depth","0.88"
"0662","poapra","13.55"
"0662","broine","1.6"
"0662","forb.cover","26"
"0662","ave.forb.richness.quad","3.64"
"0662","max.forb.richness.quad","7"
"0662","forb.veg.richness","29"
"0662","forb.veg.shannon","2.34"
"0662","forb.veg.simpson","6.09"
"0662","forb.veg.even","0.7"
"0662","ratio.invasive.grass.to.forbs","0.58"
"0742","litter","40.65"
"0742","litter.depth","7.14"
"0742","poapra","51.7"
"0742","broine","9.9"
"0742","forb.cover","33.15"
"0742","ave.forb.richness.quad","3.94"
"0742","max.forb.richness.quad","10"
"0742","forb.veg.richness","29"
"0742","forb.veg.shannon","2.22"
"0742","forb.veg.simpson","6"
"0742","forb.veg.even","0.66"
"0742","ratio.invasive.grass.to.forbs","1.86"
"0738","litter","78.85"
"0738","litter.depth","6.58"
"0738","poapra","42.95"
"0738","broine","17.3"
"0738","forb.cover","40.55"
"0738","ave.forb.richness.quad","4.9"
"0738","max.forb.richness.quad","10"
"0738","forb.veg.richness","44"
"0738","forb.veg.shannon","2.74"
"0738","forb.veg.simpson","8.02"
"0738","forb.veg.even","0.73"
"0738","ratio.invasive.grass.to.forbs","1.49"
"0781","litter","95.2"
"0781","litter.depth","6"
"0781","poapra","4.6"
"0781","broine","13.5"
"0781","forb.cover","18.6"
"0781","ave.forb.richness.quad","3.48"
"0781","max.forb.richness.quad","8"
"0781","forb.veg.richness","25"
"0781","forb.veg.shannon","2.42"
"0781","forb.veg.simpson","8.05"
"0781","forb.veg.even","0.75"
"0781","ratio.invasive.grass.to.forbs","0.97"
"0689","litter","82.35"
"0689","litter.depth","6.72"
"0689","poapra","26.85"
"0689","broine","21.8"
"0689","forb.cover","43.2"
"0689","ave.forb.richness.quad","3.58"
"0689","max.forb.richness.quad","7"
"0689","forb.veg.richness","26"
"0689","forb.veg.shannon","2.22"
"0689","forb.veg.simpson","7.2"
"0689","forb.veg.even","0.68"
"0689","ratio.invasive.grass.to.forbs","1.13"
"0795","litter","94.05"
"0795","litter.depth","4.54"
"0795","poapra","5.5"
"0795","broine","2.15"
"0795","forb.cover","18.4"
"0795","ave.forb.richness.quad","2.22"
"0795","max.forb.richness.quad","6"
"0795","forb.veg.richness","21"
"0795","forb.veg.shannon","1.66"
"0795","forb.veg.simpson","3.16"
"0795","forb.veg.even","0.55"
"0795","ratio.invasive.grass.to.forbs","0.42"
"0938","litter","17.5"
"0938","litter.depth","1.34"
"0938","poapra","16"
"0938","broine","21.95"
"0938","forb.cover","41.05"
"0938","ave.forb.richness.quad","2.68"
"0938","max.forb.richness.quad","8"
"0938","forb.veg.richness","16"
"0938","forb.veg.shannon","1.61"
"0938","forb.veg.simpson","3.01"
"0938","forb.veg.even","0.58"
"0938","ratio.invasive.grass.to.forbs","0.92"
"0862","litter","15.8"
"0862","litter.depth","1.16"
"0862","poapra","16.6"
"0862","broine","10.3"
"0862","forb.cover","19.9"
"0862","ave.forb.richness.quad","3.24"
"0862","max.forb.richness.quad","5"
"0862","forb.veg.richness","19"
"0862","forb.veg.shannon","2.13"
"0862","forb.veg.simpson","5.65"
"0862","forb.veg.even","0.72"
"0862","ratio.invasive.grass.to.forbs","1.35"
"0644","litter","59.8"
"0644","litter.depth","0.42"
"0644","poapra","20"
"0644","broine","3.15"
"0644","forb.cover","35.25"
"0644","ave.forb.richness.quad","4.86"
"0644","max.forb.richness.quad","9"
"0644","forb.veg.richness","25"
"0644","forb.veg.shannon","2.06"
"0644","forb.veg.simpson","4.99"
"0644","forb.veg.even","0.64"
"0644","ratio.invasive.grass.to.forbs","0.66"
"0930","litter","60.3"
"0930","litter.depth","3.54"
"0930","poapra","47.2"
"0930","broine","9.55"
"0930","forb.cover","46.35"
"0930","ave.forb.richness.quad","2.96"
"0930","max.forb.richness.quad","7"
"0930","forb.veg.richness","25"
"0930","forb.veg.shannon","2.27"
"0930","forb.veg.simpson","5.63"
"0930","forb.veg.even","0.71"
"0930","ratio.invasive.grass.to.forbs","1.22"
"0648","litter","30.95"
"0648","litter.depth","7.26"
"0648","poapra","22.35"
"0648","broine","35.3"
"0648","forb.cover","23.9"
"0648","ave.forb.richness.quad","3.88"
"0648","max.forb.richness.quad","8"
"0648","forb.veg.richness","27"
"0648","forb.veg.shannon","2.21"
"0648","forb.veg.simpson","5.6"
"0648","forb.veg.even","0.67"
"0648","ratio.invasive.grass.to.forbs","2.41"
"0670","litter","95"
"0670","litter.depth","5.3"
"0670","poapra","19.95"
"0670","broine","24.3"
"0670","forb.cover","32.85"
"0670","ave.forb.richness.quad","3.58"
"0670","max.forb.richness.quad","8"
"0670","forb.veg.richness","21"
"0670","forb.veg.shannon","2.22"
"0670","forb.veg.simpson","6.66"
"0670","forb.veg.even","0.73"
"0670","ratio.invasive.grass.to.forbs","1.35"
"0847","litter","43.8"
"0847","litter.depth","1.3"
"0847","poapra","20.55"
"0847","broine","16.4"
"0847","forb.cover","24.15"
"0847","ave.forb.richness.quad","3.8"
"0847","max.forb.richness.quad","8"
"0847","forb.veg.richness","27"
"0847","forb.veg.shannon","2.64"
"0847","forb.veg.simpson","10.04"
"0847","forb.veg.even","0.8"
"0847","ratio.invasive.grass.to.forbs","1.53"
"0843","litter","35.25"
"0843","litter.depth","1.2"
"0843","poapra","17.1"
"0843","broine","2.2"
"0843","forb.cover","38.8"
"0843","ave.forb.richness.quad","4.38"
"0843","max.forb.richness.quad","9"
"0843","forb.veg.richness","37"
"0843","forb.veg.shannon","2.31"
"0843","forb.veg.simpson","4.19"
"0843","forb.veg.even","0.64"
"0843","ratio.invasive.grass.to.forbs","0.5"
"0851","litter","20.25"
"0851","litter.depth","0.7"
"0851","poapra","7.05"
"0851","broine","1.55"
"0851","forb.cover","56.35"
"0851","ave.forb.richness.quad","6.6"
"0851","max.forb.richness.quad","10"
"0851","forb.veg.richness","42"
"0851","forb.veg.shannon","2.67"
"0851","forb.veg.simpson","8.26"
"0851","forb.veg.even","0.71"
"0851","ratio.invasive.grass.to.forbs","0.15"
"0839","litter","18.05"
"0839","litter.depth","0.16"
"0839","poapra","13.9"
"0839","broine","1.55"
"0839","forb.cover","36"
"0839","ave.forb.richness.quad","4.3"
"0839","max.forb.richness.quad","11"
"0839","forb.veg.richness","45"
"0839","forb.veg.shannon","2.46"
"0839","forb.veg.simpson","5.73"
"0839","forb.veg.even","0.65"
"0839","ratio.invasive.grass.to.forbs","0.43"
"0835","litter","54.35"
"0835","litter.depth","2.74"
"0835","poapra","16.4"
"0835","broine","2.2"
"0835","forb.cover","14.7"
"0835","ave.forb.richness.quad","2.76"
"0835","max.forb.richness.quad","7"
"0835","forb.veg.richness","19"
"0835","forb.veg.shannon","2.25"
"0835","forb.veg.simpson","6.91"
"0835","forb.veg.even","0.76"
"0835","ratio.invasive.grass.to.forbs","1.27"
"0797","litter","91.7"
"0797","litter.depth","1.54"
"0797","poapra","5.05"
"0797","broine","3.7"
"0797","forb.cover","37.8"
"0797","ave.forb.richness.quad","4.46"
"0797","max.forb.richness.quad","11"
"0797","forb.veg.richness","38"
"0797","forb.veg.shannon","2.3"
"0797","forb.veg.simpson","6.33"
"0797","forb.veg.even","0.63"
"0797","ratio.invasive.grass.to.forbs","0.23"
"0672","litter","77.8"
"0672","litter.depth","5.96"
"0672","poapra","24.25"
"0672","broine","31.9"
"0672","forb.cover","57.65"
"0672","ave.forb.richness.quad","8.78"
"0672","max.forb.richness.quad","17"
"0672","forb.veg.richness","56"
"0672","forb.veg.shannon","3.12"
"0672","forb.veg.simpson","14.69"
"0672","forb.veg.even","0.78"
"0672","ratio.invasive.grass.to.forbs","0.97"
"0704","litter","89.6"
"0704","litter.depth","5.12"
"0704","poapra","4"
"0704","broine","3.95"
"0704","forb.cover","22.95"
"0704","ave.forb.richness.quad","4.68"
"0704","max.forb.richness.quad","9"
"0704","forb.veg.richness","36"
"0704","forb.veg.shannon","2.71"
"0704","forb.veg.simpson","8.47"
"0704","forb.veg.even","0.76"
"0704","ratio.invasive.grass.to.forbs","0.35"
"0654","litter","94.95"
"0654","litter.depth","6.44"
"0654","poapra","10.25"
"0654","broine","1.4"
"0654","forb.cover","13.1"
"0654","ave.forb.richness.quad","1.82"
"0654","max.forb.richness.quad","6"
"0654","forb.veg.richness","12"
"0654","forb.veg.shannon","1.77"
"0654","forb.veg.simpson","4.57"
"0654","forb.veg.even","0.71"
"0654","ratio.invasive.grass.to.forbs","0.89"
"0823","litter","18.9"
"0823","litter.depth","0.66"
"0823","poapra","20.7"
"0823","broine","0.1"
"0823","forb.cover","40.3"
"0823","ave.forb.richness.quad","6.5"
"0823","max.forb.richness.quad","13"
"0823","forb.veg.richness","38"
"0823","forb.veg.shannon","2.9"
"0823","forb.veg.simpson","11.41"
"0823","forb.veg.even","0.8"
"0823","ratio.invasive.grass.to.forbs","0.52"
"0820","litter","29.1"
"0820","litter.depth","1.26"
"0820","poapra","33.75"
"0820","broine","0.05"
"0820","forb.cover","30.65"
"0820","ave.forb.richness.quad","4.64"
"0820","max.forb.richness.quad","13"
"0820","forb.veg.richness","42"
"0820","forb.veg.shannon","2.4"
"0820","forb.veg.simpson","4.69"
"0820","forb.veg.even","0.64"
"0820","ratio.invasive.grass.to.forbs","1.1"
"0827","litter","40.85"
"0827","litter.depth","2.24"
"0827","poapra","47.1"
"0827","broine","1.25"
"0827","forb.cover","38.6"
"0827","ave.forb.richness.quad","5.76"
"0827","max.forb.richness.quad","13"
"0827","forb.veg.richness","45"
"0827","forb.veg.shannon","3.09"
"0827","forb.veg.simpson","15.03"
"0827","forb.veg.even","0.81"
"0827","ratio.invasive.grass.to.forbs","1.25"
"0804","litter","97.1"
"0804","litter.depth","8.74"
"0804","poapra","2.5"
"0804","broine","23.35"
"0804","forb.cover","20.6"
"0804","ave.forb.richness.quad","2.84"
"0804","max.forb.richness.quad","6"
"0804","forb.veg.richness","10"
"0804","forb.veg.shannon","1.6"
"0804","forb.veg.simpson","3.16"
"0804","forb.veg.even","0.69"
"0804","ratio.invasive.grass.to.forbs","1.25"
"0800","litter","87.75"
"0800","litter.depth","7.18"
"0800","poapra","2.5"
"0800","broine","33.8"
"0800","forb.cover","22.47"
"0800","ave.forb.richness.quad","3.86"
"0800","max.forb.richness.quad","6"
"0800","forb.veg.richness","17"
"0800","forb.veg.shannon","1.91"
"0800","forb.veg.simpson","4.68"
"0800","forb.veg.even","0.68"
"0800","ratio.invasive.grass.to.forbs","1.62"
"0678","litter","77.95"
"0678","litter.depth","0.64"
"0678","poapra","24.7"
"0678","broine","17.9"
"0678","forb.cover","36.6"
"0678","ave.forb.richness.quad","4.88"
"0678","max.forb.richness.quad","11"
"0678","forb.veg.richness","39"
"0678","forb.veg.shannon","2.39"
"0678","forb.veg.simpson","4.62"
"0678","forb.veg.even","0.65"
"0678","ratio.invasive.grass.to.forbs","1.16"
"0859","litter","62.75"
"0859","litter.depth","8.82"
"0859","poapra","39.45"
"0859","broine","15.85"
"0859","forb.cover","11.95"
"0859","ave.forb.richness.quad","2.14"
"0859","max.forb.richness.quad","7"
"0859","forb.veg.richness","31"
"0859","forb.veg.shannon","2.51"
"0859","forb.veg.simpson","6.71"
"0859","forb.veg.even","0.73"
"0859","ratio.invasive.grass.to.forbs","4.63"
"0813","litter","65"
"0813","litter.depth","8.38"
"0813","poapra","18.5"
"0813","broine","7.95"
"0813","forb.cover","71.5"
"0813","ave.forb.richness.quad","8.4"
"0813","max.forb.richness.quad","14"
"0813","forb.veg.richness","35"
"0813","forb.veg.shannon","2.54"
"0813","forb.veg.simpson","8.85"
"0813","forb.veg.even","0.72"
"0813","ratio.invasive.grass.to.forbs","0.37"
"0785","litter","88.65"
"0785","litter.depth","1.94"
"0785","poapra","3.1"
"0785","broine","0"
"0785","forb.cover","12.75"
"0785","ave.forb.richness.quad","4.12"
"0785","max.forb.richness.quad","12"
"0785","forb.veg.richness","30"
"0785","forb.veg.shannon","3"
"0785","forb.veg.simpson","16.04"
"0785","forb.veg.even","0.88"
"0785","ratio.invasive.grass.to.forbs","0.24"
"0640","litter","68.35"
"0640","litter.depth","0.66"
"0640","poapra","12.9"
"0640","broine","4.15"
"0640","forb.cover","60.6"
"0640","ave.forb.richness.quad","7.28"
"0640","max.forb.richness.quad","11"
"0640","forb.veg.richness","35"
"0640","forb.veg.shannon","2.76"
"0640","forb.veg.simpson","11.37"
"0640","forb.veg.even","0.77"
"0640","ratio.invasive.grass.to.forbs","0.28"
"0760","litter","40.15"
"0760","litter.depth","2.98"
"0760","poapra","25.2"
"0760","broine","21.65"
"0760","forb.cover","52.65"
"0760","ave.forb.richness.quad","6.8"
"0760","max.forb.richness.quad","14"
"0760","forb.veg.richness","39"
"0760","forb.veg.shannon","2.6"
"0760","forb.veg.simpson","6.01"
"0760","forb.veg.even","0.71"
"0760","ratio.invasive.grass.to.forbs","0.89"
"0756","litter","42.2"
"0756","litter.depth","2.18"
"0756","poapra","17.7"
"0756","broine","14.05"
"0756","forb.cover","32.35"
"0756","ave.forb.richness.quad","6.88"
"0756","max.forb.richness.quad","13"
"0756","forb.veg.richness","39"
"0756","forb.veg.shannon","3.15"
"0756","forb.veg.simpson","17.21"
"0756","forb.veg.even","0.86"
"0756","ratio.invasive.grass.to.forbs","0.98"
"0676","litter","82.3"
"0676","litter.depth","2.6"
"0676","poapra","14.85"
"0676","broine","16.05"
"0676","forb.cover","38.1"
"0676","ave.forb.richness.quad","4.56"
"0676","max.forb.richness.quad","8"
"0676","forb.veg.richness","30"
"0676","forb.veg.shannon","2.84"
"0676","forb.veg.simpson","13.08"
"0676","forb.veg.even","0.83"
"0676","ratio.invasive.grass.to.forbs","0.81"
"0717","litter","88.95"
"0717","litter.depth","2.38"
"0717","poapra","2.7"
"0717","broine","6.45"
"0717","forb.cover","29.45"
"0717","ave.forb.richness.quad","6.52"
"0717","max.forb.richness.quad","13"
"0717","forb.veg.richness","50"
"0717","forb.veg.shannon","3.09"
"0717","forb.veg.simpson","12.71"
"0717","forb.veg.even","0.79"
"0717","ratio.invasive.grass.to.forbs","0.31"
"0715","litter","87.3"
"0715","litter.depth","3"
"0715","poapra","5.55"
"0715","broine","13.55"
"0715","forb.cover","24.1"
"0715","ave.forb.richness.quad","6.24"
"0715","max.forb.richness.quad","13"
"0715","forb.veg.richness","46"
"0715","forb.veg.shannon","3.22"
"0715","forb.veg.simpson","15.4"
"0715","forb.veg.even","0.84"
"0715","ratio.invasive.grass.to.forbs","0.79"
"0746","litter","81.65"
"0746","litter.depth","6.1"
"0746","poapra","17.25"
"0746","broine","31.15"
"0746","forb.cover","10.45"
"0746","ave.forb.richness.quad","2.5"
"0746","max.forb.richness.quad","6"
"0746","forb.veg.richness","20"
"0746","forb.veg.shannon","2.2"
"0746","forb.veg.simpson","6.06"
"0746","forb.veg.even","0.73"
"0746","ratio.invasive.grass.to.forbs","4.63"
"0723","litter","95.75"
"0723","litter.depth","6.7"
"0723","poapra","5.45"
"0723","broine","4.15"
"0723","forb.cover","28.7"
"0723","ave.forb.richness.quad","3.26"
"0723","max.forb.richness.quad","8"
"0723","forb.veg.richness","27"
"0723","forb.veg.shannon","1.47"
"0723","forb.veg.simpson","2.09"
"0723","forb.veg.even","0.45"
"0723","ratio.invasive.grass.to.forbs","0.33"
"0846","litter","8.35"
"0846","litter.depth","0.42"
"0846","poapra","72.4"
"0846","broine","0.05"
"0846","forb.cover","54.05"
"0846","ave.forb.richness.quad","4.24"
"0846","max.forb.richness.quad","10"
"0846","forb.veg.richness","24"
"0846","forb.veg.shannon","2.34"
"0846","forb.veg.simpson","6.51"
"0846","forb.veg.even","0.74"
"0846","ratio.invasive.grass.to.forbs","1.34"
"0854","litter","41.9"
"0854","litter.depth","1.48"
"0854","poapra","68.25"
"0854","broine","0"
"0854","forb.cover","33.7"
"0854","ave.forb.richness.quad","4.02"
"0854","max.forb.richness.quad","9"
"0854","forb.veg.richness","27"
"0854","forb.veg.shannon","2.61"
"0854","forb.veg.simpson","9.78"
"0854","forb.veg.even","0.79"
"0854","ratio.invasive.grass.to.forbs","2.03"
"0914","litter","30.75"
"0914","litter.depth","1.78"
"0914","poapra","26.6"
"0914","broine","0.1"
"0914","forb.cover","49.2"
"0914","ave.forb.richness.quad","4.82"
"0914","max.forb.richness.quad","14"
"0914","forb.veg.richness","47"
"0914","forb.veg.shannon","2.98"
"0914","forb.veg.simpson","10.88"
"0914","forb.veg.even","0.77"
"0914","ratio.invasive.grass.to.forbs","0.54"
"0743","litter","93"
"0743","litter.depth","4.98"
"0743","poapra","2.5"
"0743","broine","5.65"
"0743","forb.cover","25.1"
"0743","ave.forb.richness.quad","2.46"
"0743","max.forb.richness.quad","6"
"0743","forb.veg.richness","10"
"0743","forb.veg.shannon","0.69"
"0743","forb.veg.simpson","1.37"
"0743","forb.veg.even","0.3"
"0743","ratio.invasive.grass.to.forbs","0.32"
"0734","litter","73.2"
"0734","litter.depth","9.65"
"0734","poapra","41.1"
"0734","broine","8.55"
"0734","forb.cover","32.7"
"0734","ave.forb.richness.quad","2.4"
"0734","max.forb.richness.quad","6"
"0734","forb.veg.richness","24"
"0734","forb.veg.shannon","0.92"
"0734","forb.veg.simpson","1.47"
"0734","forb.veg.even","0.29"
"0734","ratio.invasive.grass.to.forbs","1.52"
"1109","litter","44.6"
"1109","litter.depth","4.3"
"1109","poapra","19.2"
"1109","broine","8.9"
"1109","forb.cover","19"
"1109","ave.forb.richness.quad","2.48"
"1109","max.forb.richness.quad","5"
"1109","forb.veg.richness","23"
"1109","forb.veg.shannon","2.54"
"1109","forb.veg.simpson","9.81"
"1109","forb.veg.even","0.81"
"1109","ratio.invasive.grass.to.forbs","1.48"
"1225","litter","39.4"
"1225","litter.depth","4.66"
"1225","poapra","13.75"
"1225","broine","13"
"1225","forb.cover","71.35"
"1225","ave.forb.richness.quad","5.7"
"1225","max.forb.richness.quad","10"
"1225","forb.veg.richness","31"
"1225","forb.veg.shannon","2.49"
"1225","forb.veg.simpson","6.45"
"1225","forb.veg.even","0.73"
"1225","ratio.invasive.grass.to.forbs","0.37"
"1101","litter","9.8"
"1101","litter.depth","2.18"
"1101","poapra","4.65"
"1101","broine","4.3"
"1101","forb.cover","9.65"
"1101","ave.forb.richness.quad","2.76"
"1101","max.forb.richness.quad","6"
"1101","forb.veg.richness","21"
"1101","forb.veg.shannon","2.41"
"1101","forb.veg.simpson","6.41"
"1101","forb.veg.even","0.79"
"1101","ratio.invasive.grass.to.forbs","0.93"
"1055","litter","76.75"
"1055","litter.depth","4.28"
"1055","poapra","18.5"
"1055","broine","0.65"
"1055","forb.cover","20.5"
"1055","ave.forb.richness.quad","4.2"
"1055","max.forb.richness.quad","10"
"1055","forb.veg.richness","31"
"1055","forb.veg.shannon","2.65"
"1055","forb.veg.simpson","9"
"1055","forb.veg.even","0.77"
"1055","ratio.invasive.grass.to.forbs","0.93"
"1205","litter","15.98"
"1205","litter.depth","3.82"
"1205","poapra","24.35"
"1205","broine","2.85"
"1205","forb.cover","33"
"1205","ave.forb.richness.quad","5.46"
"1205","max.forb.richness.quad","10"
"1205","forb.veg.richness","34"
"1205","forb.veg.shannon","2.71"
"1205","forb.veg.simpson","11.51"
"1205","forb.veg.even","0.77"
"1205","ratio.invasive.grass.to.forbs","0.82"
"1041","litter","14"
"1041","litter.depth","4.18"
"1041","poapra","35.15"
